"id","original_code","error_type","error_message","error_line","target_action","fixed_code","complexity"
"93","let x = 100;
if (x > 0) {
    print(x);
","Syntactic","Expected '}' to close block","4","INSERT_RBRACE","let x = 100;
if (x > 0) {
    print(x);
}","short"
"94","let value = 0;
while (value < 3) {
    print(value);
    value = value + 1;
","Syntactic","Expected '}' to close block","5","INSERT_RBRACE","let value = 0;
while (value < 3) {
    print(value);
    value = value + 1;
}","medium"
"95","let size = 0;
while (size < 15) {
    print(size);
print(""hello);
}","Lexical","Unterminated string","4","INSERT_QUOTE","let size = 0;
while (size < 15) {
    print(size);
print(""hello"");
}","medium"
"96","score = 99;
if (score > 0) {
    print(score);
}","Semantic","Variable 'score' used before declaration","1","PREPEND_LET","let score = 99;
if (score > 0) {
    print(score);
}","medium"
"97","let value = 0;
let data = 10;
let sum = 0;
while (value < data) {
    if (value > 5) {
        sum = sum + value;
    } else {
        sum = sum + data;
    }
    value = value + 1;
}
print(""hello);","Lexical","Unterminated string","12","INSERT_QUOTE","let value = 0;
let data = 10;
let sum = 0;
while (value < data) {
    if (value > 5) {
        sum = sum + value;
    } else {
        sum = sum + data;
    }
    value = value + 1;
}
print(""hello"");","long"
"98","let arr = [3, 20, 0, 5, 9];
let max = 0;
max[0] = 1;
for (let j = 0; j < 5; j = j + 1) {
    if (arr[j] > max) {
        max = arr[j];
    }
}
let j = max;
print(j);
if (j == 0) {
    print(""Zero"");
}","Semantic","'max' is not an array","3","MAKE_ARRAY","let arr = [3, 20, 0, 5, 9];
let max = [0, 0];
max[0] = 1;
for (let j = 0; j < 5; j = j + 1) {
    if (arr[j] > max) {
        max = arr[j];
    }
}
let j = max;
print(j);
if (j == 0) {
    print(""Zero"");
}","long"
"99","let max = 0;
while (max < 1) {
    if (max > 3) {
print(""hello);
    }
    max = max + 1;
}","Lexical","Unterminated string","4","INSERT_QUOTE","let max = 0;
while (max < 1) {
    if (max > 3) {
print(""hello"");
    }
    max = max + 1;
}","medium"
"100","let flag = 1;
print(""hello);
    print(flag);
}","Lexical","Unterminated string","2","INSERT_QUOTE","let flag = 1;
print(""hello"");
    print(flag);
}","medium"
"101","for (let flag = 0; flag < 10; flag = flag + 1) {
    let size = flag * 0
    print(size);
}","Syntactic","Expected ';' after variable declaration","2","INSERT_SEMICOLON","for (let flag = 0; flag < 10; flag = flag + 1) {
    let size = flag * 0;
    print(size);
}","medium"
"102","let target = 99;
let n = 0;
while (n < target {
    n = n + 1;
}
print(n);","Syntactic","Expected ')'","3","INSERT_RPAREN","let target = 99;
let n = 0;
while (n < target) {
    n = n + 1;
}
print(n);","medium"
"103","for (let score = 0; score < 10; score = score + 1) {
print(""hello);
    print(count);
}","Lexical","Unterminated string","2","INSERT_QUOTE","for (let score = 0; score < 10; score = score + 1) {
print(""hello"");
    print(count);
}","medium"
"104","let name = 0;
name[0] = 1;
while (name < 99) {
    print(name);
    name = name + 1;
}","Semantic","'name' is not an array","2","MAKE_ARRAY","let name = [0, 0];
name[0] = 1;
while (name < 99) {
    print(name);
    name = name + 1;
}","medium"
"105","let score = 0;
while (score < 3) {
    if (score > 3) {
        print(score)
    }
    score = score + 1;
}","Syntactic","Expected ';' after print statement","4","INSERT_SEMICOLON","let score = 0;
while (score < 3) {
    if (score > 3) {
        print(score);
    }
    score = score + 1;
}","medium"
"106","arr = [15, 1, 0, 5, 9];
let max = 0;
for (let j = 0; j < 5; j = j + 1) {
    if (arr[j] > max) {
        max = arr[j];
    }
}
let y = max;
print(y);
if (y == 0) {
    print(""Zero"");
}","Semantic","Variable 'arr' used before declaration","1","PREPEND_LET","let arr = [15, 1, 0, 5, 9];
let max = 0;
for (let j = 0; j < 5; j = j + 1) {
    if (arr[j] > max) {
        max = arr[j];
    }
}
let y = max;
print(y);
if (y == 0) {
    print(""Zero"");
}","long"
"107","let j = 0;
while (j < 2) {#
    print(j);
    j = j + 1;
}","Lexical","Unexpected character '#'","2","DELETE_CHAR_AT_INDEX","let j = 0;
while (j < 2) {
    print(j);
    j = j + 1;
}","medium"
"108","let target = 7;
let x = 10;
if (target > x) {
    print(""greater"");
    target = target - 1;
} else {
    if (target == x) {
print(""hello);
    } else {
        print(""less"");
    }
}
print(target);","Lexical","Unterminated string","8","INSERT_QUOTE","let target = 7;
let x = 10;
if (target > x) {
    print(""greater"");
    target = target - 1;
} else {
    if (target == x) {
print(""hello"");
    } else {
        print(""less"");
    }
}
print(target);","long"
"109","let found = [10, 100, 0];
let found = [10, 100, 0];
print(found[1]);","Semantic","Variable 'found' already declared","2","REMOVE_LET_OR_RENAME","let found = [10, 100, 0];
found = [10, 100, 0];
print(found[1]);","short"
"110","let j = 5;
let max = j * 2^;
print(max);","Lexical","Unexpected character '^'","2","DELETE_CHAR_AT_INDEX","let j = 5;
let max = j * 2;
print(max);","short"
"111","let limit = [10, 20, 30, 40, 50];
let value = 30;
let data = 0;
for (let i = 0; i < 5; i = i + 1) {
    if (limit[i] == value) {
        data = 1;
    }
print(""hello);
if (data == 1) {
    print(""Found"");
} else {
    print(""Not Found"");
}","Lexical","Unterminated string","8","INSERT_QUOTE","let limit = [10, 20, 30, 40, 50];
let value = 30;
let data = 0;
for (let i = 0; i < 5; i = i + 1) {
    if (limit[i] == value) {
        data = 1;
    }
print(""hello"");
if (data == 1) {
    print(""Found"");
} else {
    print(""Not Found"");
}","long"
"112","let size = [10, 20, 30, 40, 50];
let x = 30;
let score = 0;
for (let i = 0; i < 5; i = i + 1) {
    if (size[i] == x) {
        score = 1;
    }
print(""hello);
if (score == 1) {
    print(""Found"");
} else {
    print(""Not Found"");
}","Lexical","Unterminated string","8","INSERT_QUOTE","let size = [10, 20, 30, 40, 50];
let x = 30;
let score = 0;
for (let i = 0; i < 5; i = i + 1) {
    if (size[i] == x) {
        score = 1;
    }
print(""hello"");
if (score == 1) {
    print(""Found"");
} else {
    print(""Not Found"");
}","long"
"113","let total = [2, 42, 0];
print(total[1])?;","Lexical","Unexpected character '?'","2","DELETE_CHAR_AT_INDEX","let total = [2, 42, 0];
print(total[1]);","short"
"114","let max = 0;
let max = 0;
while (max < 99) {
    print(max);
    max = max + 1;
}","Semantic","Variable 'max' already declared","2","REMOVE_LET_OR_RENAME","let max = 0;
max = 0;
while (max < 99) {
    print(max);
    max = max + 1;
}","medium"
"115","let sum = 3;
if (sum > 0) {
    print(sum;
}","Syntactic","Expected ')'","3","INSERT_RPAREN","let sum = 3;
if (sum > 0) {
    print(sum);
}","medium"
"116","let arr = 3;
if (arr > 5 {
    let size = arr * 2;
    print(size);
} else {
    print(arr);
}","Syntactic","Expected ')'","2","INSERT_RPAREN","let arr = 3;
if (arr > 5) {
    let size = arr * 2;
    print(size);
} else {
    print(arr);
}","medium"
"117","let index = 2;
index[0] = 1;
let player = index + 10;
print(player);","Semantic","'index' is not an array","2","MAKE_ARRAY","let index = [0, 0];
index[0] = 1;
let player = index + 10;
print(player);","medium"
"118","let count = 99?;
let limit = count + 99;
print(limit);","Lexical","Unexpected character '?'","1","DELETE_CHAR_AT_INDEX","let count = 99;
let limit = count + 99;
print(limit);","short"
"119","let result = 0;
while (result < 2) {
    if (result > 3) {
        print(result)
    }
    result = result + 1;
}","Syntactic","Expected ';' after print statement","4","INSERT_SEMICOLON","let result = 0;
while (result < 2) {
    if (result > 3) {
        print(result);
    }
    result = result + 1;
}","medium"
"120","let temp = 0;
while (temp < 1 {
    print(temp);
    temp = temp + 1;
}","Syntactic","Expected ')'","2","INSERT_RPAREN","let temp = 0;
while (temp < 1) {
    print(temp);
    temp = temp + 1;
}","medium"
"121","let arr = [2, 20, 0, 5, 9];
let arr = [2, 20, 0, 5, 9];
let max = 0;
for (let j = 0; j < 5; j = j + 1) {
    if (arr[j] > max) {
        max = arr[j];
    }
}
let result = max;
print(result);
if (result == 0) {
    print(""Zero"");
}","Semantic","Variable 'arr' already declared","2","REMOVE_LET_OR_RENAME","let arr = [2, 20, 0, 5, 9];
arr = [2, 20, 0, 5, 9];
let max = 0;
for (let j = 0; j < 5; j = j + 1) {
    if (arr[j] > max) {
        max = arr[j];
    }
}
let result = max;
print(result);
if (result == 0) {
    print(""Zero"");
}","long"
"122","print(""hello);
print(flag[1]);","Lexical","Unterminated string","1","INSERT_QUOTE","print(""hello"");
print(flag[1]);","short"
"123","let result = [10, 20, 30, 40, 50];
let k = 30;
let sum = 0;
for (let i = 0; i < 5; i = i + 1) {
    if (result[i] == k) {
        sum = 1;
    }
}
print(""hello);
    print(""Found"");
} else {
    print(""Not Found"");
}","Lexical","Unterminated string","9","INSERT_QUOTE","let result = [10, 20, 30, 40, 50];
let k = 30;
let sum = 0;
for (let i = 0; i < 5; i = i + 1) {
    if (result[i] == k) {
        sum = 1;
    }
}
print(""hello"");
    print(""Found"");
} else {
    print(""Not Found"");
}","long"
"124","limit = 2;
let size = limit * 2;
print(size);","Semantic","Variable 'limit' used before declaration","1","PREPEND_LET","let limit = 2;
let size = limit * 2;
print(size);","short"
"125","let arr = [5, 100, 0, 5, 9];
let max = 0;
for (let j = 0; j < 5; j = j + 1) {
    if (arr[j] > max) {
        max = arr[j];
    }
}
let max = max;
print(max);
print(""hello);
    print(""Zero"");
}","Lexical","Unterminated string","10","INSERT_QUOTE","let arr = [5, 100, 0, 5, 9];
let max = 0;
for (let j = 0; j < 5; j = j + 1) {
    if (arr[j] > max) {
        max = arr[j];
    }
}
let max = max;
print(max);
print(""hello"");
    print(""Zero"");
}","long"
"126","for (let arr = 0; arr < 10; arr = arr + 1) {
for (let arr = 0; arr < 10; arr = arr + 1) {
    let x = arr * 20;
    print(x);
}","Semantic","Variable 'arr' already declared","2","REMOVE_LET_OR_RENAME","for (let arr = 0; arr < 10; arr = arr + 1) {
for (arr = 0; arr < 10; arr = arr + 1) {
    let x = arr * 20;
    print(x);
}","medium"
"127","let result = [10, 20, 30, 40, 50];
let flag = 30;
flag[0] = 1;
let x = 0;
for (let i = 0; i < 5; i = i + 1) {
    if (result[i] == flag) {
        x = 1;
    }
}
if (x == 1) {
    print(""Found"");
} else {
    print(""Not Found"");
}","Semantic","'flag' is not an array","3","MAKE_ARRAY","let result = [10, 20, 30, 40, 50];
let flag = [0, 0];
flag[0] = 1;
let x = 0;
for (let i = 0; i < 5; i = i + 1) {
    if (result[i] == flag) {
        x = 1;
    }
}
if (x == 1) {
    print(""Found"");
} else {
    print(""Not Found"");
}","long"
"128","let size = 2;
print(size)","Syntactic","Expected ';' after print statement","2","INSERT_SEMICOLON","let size = 2;
print(size);","short"
"129","let x = 20&;
print(x);","Lexical","Unexpected character '&'","1","DELETE_CHAR_AT_INDEX","let x = 20;
print(x);","short"
"130","let arr = [1, 100, 0, 5, 9];
let arr = [1, 100, 0, 5, 9];
let max = 0;
for (let j = 0; j < 5; j = j + 1) {
    if (arr[j] > max) {
        max = arr[j];
    }
}
let data = max;
print(data);
if (data == 0) {
    print(""Zero"");
}","Semantic","Variable 'arr' already declared","2","REMOVE_LET_OR_RENAME","let arr = [1, 100, 0, 5, 9];
arr = [1, 100, 0, 5, 9];
let max = 0;
for (let j = 0; j < 5; j = j + 1) {
    if (arr[j] > max) {
        max = arr[j];
    }
}
let data = max;
print(data);
if (data == 0) {
    print(""Zero"");
}","long"
"131","let i = [2, 2, 0];
print(""hello);","Lexical","Unterminated string","2","INSERT_QUOTE","let i = [2, 2, 0];
print(""hello"");","short"
"132","let result = 0;
while (result < 1) {?
    for (let k = 0; k < 42; k = k + 1) {
        print(k);
    }
    result = result + 1;
}
print(result);","Lexical","Unexpected character '?'","2","DELETE_CHAR_AT_INDEX","let result = 0;
while (result < 1) {
    for (let k = 0; k < 42; k = k + 1) {
        print(k);
    }
    result = result + 1;
}
print(result);","medium"
"133","let flag = 20
let index = 0;
while (index < flag) {
    index = index + 1;
}
print(index);","Syntactic","Expected ';' after variable declaration","1","INSERT_SEMICOLON","let flag = 20;
let index = 0;
while (index < flag) {
    index = index + 1;
}
print(index);","medium"
"134","max = 1;
let x = 100;
if (max > x) {
    print(""greater"");
    max = max - 1;
} else {
    if (max == x) {
        print(""equal"");
    } else {
        print(""less"");
    }
}
print(max);","Semantic","Variable 'max' used before declaration","1","PREPEND_LET","let max = 1;
let x = 100;
if (max > x) {
    print(""greater"");
    max = max - 1;
} else {
    if (max == x) {
        print(""equal"");
    } else {
        print(""less"");
    }
}
print(max);","long"
"135","let min = 0;
let size = 10;
let sum = 0
while (min < size) {
    if (min > 5) {
        sum = sum + min;
    } else {
        sum = sum + size;
    }
    min = min + 1;
}
print(sum);","Syntactic","Expected ';' after variable declaration","3","INSERT_SEMICOLON","let min = 0;
let size = 10;
let sum = 0;
while (min < size) {
    if (min > 5) {
        sum = sum + min;
    } else {
        sum = sum + size;
    }
    min = min + 1;
}
print(sum);","long"
"136","let data = 1;
print(data)~;","Lexical","Unexpected character '~'","2","DELETE_CHAR_AT_INDEX","let data = 1;
print(data);","short"
"137","temp = [10, 20, 30, 40, 50];
let flag = 30;
let name = 0;
for (let i = 0; i < 5; i = i + 1) {
    if (temp[i] == flag) {
        name = 1;
    }
}
if (name == 1) {
    print(""Found"");
} else {
    print(""Not Found"");
}","Semantic","Variable 'temp' used before declaration","1","PREPEND_LET","let temp = [10, 20, 30, 40, 50];
let flag = 30;
let name = 0;
for (let i = 0; i < 5; i = i + 1) {
    if (temp[i] == flag) {
        name = 1;
    }
}
if (name == 1) {
    print(""Found"");
} else {
    print(""Not Found"");
}","long"
"138","let found = 0;
while (found < 20) {
    if (found > 3) {
        print(found;
    }
    found = found + 1;
}","Syntactic","Expected ')'","4","INSERT_RPAREN","let found = 0;
while (found < 20) {
    if (found > 3) {
        print(found);
    }
    found = found + 1;
}","medium"
"139","let target = 99;
if (target > 0) {
    print(target);
","Syntactic","Expected '}' to close block","4","INSERT_RBRACE","let target = 99;
if (target > 0) {
    print(target);
}","short"
"140","print(""hello);
print(player[1]);","Lexical","Unterminated string","1","INSERT_QUOTE","print(""hello"");
print(player[1]);","short"
"141","let data = 0;
let sum = 100;
if (data > sum) {
    print(""greater"");
    data = data - 1;
} else {
    if (data == sum) {
print(""hello);
    } else {
        print(""less"");
    }
}
print(data);","Lexical","Unterminated string","8","INSERT_QUOTE","let data = 0;
let sum = 100;
if (data > sum) {
    print(""greater"");
    data = data - 1;
} else {
    if (data == sum) {
print(""hello"");
    } else {
        print(""less"");
    }
}
print(data);","long"
"142","let arr = [42, 42, 0, 5, 9];
let max = 0;
for (let j = 0; j < 5; j = j + 1) {
    if (arr[j] > max) {
        max = arr[j];
    }
}
let count = max;
print(count);
if (count == 0) {
print(""hello);
}","Lexical","Unterminated string","11","INSERT_QUOTE","let arr = [42, 42, 0, 5, 9];
let max = 0;
for (let j = 0; j < 5; j = j + 1) {
    if (arr[j] > max) {
        max = arr[j];
    }
}
let count = max;
print(count);
if (count == 0) {
print(""hello"");
}","long"
"143","let i = [10, 20, 30, 40, 50];
let score = 30;
let sum = 0;
for (let i = 0; i < 5; i = i + 1) {
    if (i[i] == score) {
        sum = 1;
    }
print(""hello);
if (sum == 1) {
    print(""Found"");
} else {
    print(""Not Found"");
}","Lexical","Unterminated string","8","INSERT_QUOTE","let i = [10, 20, 30, 40, 50];
let score = 30;
let sum = 0;
for (let i = 0; i < 5; i = i + 1) {
    if (i[i] == score) {
        sum = 1;
    }
print(""hello"");
if (sum == 1) {
    print(""Found"");
} else {
    print(""Not Found"");
}","long"
"144","let n = 20;
if (n > 0) {
    print(n);
","Syntactic","Expected '}' to close block","4","INSERT_RBRACE","let n = 20;
if (n > 0) {
    print(n);
}","short"
"145","let arr = [100, 15, 0, 5, 9];
let max = 0;
for (let j = 0; j < 5; j = j + 1) {
    if (arr[j] > max) {
        max = arr[j];
    }
}
let n = max;
print(n);
if (n == 0) {@
    print(""Zero"");
}","Lexical","Unexpected character '@'","10","DELETE_CHAR_AT_INDEX","let arr = [100, 15, 0, 5, 9];
let max = 0;
for (let j = 0; j < 5; j = j + 1) {
    if (arr[j] > max) {
        max = arr[j];
    }
}
let n = max;
print(n);
if (n == 0) {
    print(""Zero"");
}","long"
